Nr.;#;Company;Location_HQ;Country;Continent;Laid_Off;Date_layoffs;Percentage;Company_Size_before_Layoffs;Company_Size_after_layoffs;Industry;Stage;Money_Raised_in_$_mil;Year;lat;lng
1029;2535;Facily;Sao Paulo;Brazil;South America;260.0;2022-04-20;30.0;867.0;607.0;Retail;Series D;$502;2022;-23.5475;-46.63611
1030;2537;Blend;San Francisco Bay Area;USA;North America;200.0;2022-04-19;10.0;2000.0;1800.0;Finance;Post-IPO;$665;2022;37.77493;-122.41942
1031;2538;QuintoAndar;Sao Paulo;Brazil;South America;160.0;2022-04-19;4.0;4000.0;3840.0;Real Estate;Series E;$755;2022;-23.5475;-46.63611
1032;2544;Ahead;San Francisco Bay Area;USA;North America;44.0;2022-04-14;100.0;44.0;0.0;Healthcare;Unknown;$9;2022;37.77493;-122.41942
1033;2546;Rad Power Bikes;Seattle;USA;North America;100.0;2022-04-12;14.0;714.0;614.0;Transportation;Series D;$329;2022;47.60621;-122.33207
1034;2548;Food52;New York City;USA;North America;20.0;2022-04-08;10.0;200.0;180.0;Food;Acquired;$176;2022;40.71427;-74.00597
1035;2549;Unacademy;Bengaluru;India;Asia;1000.0;2022-04-07;17.0;5882.0;4882.0;Education;Series H;$838;2022;12.97194;77.59369
1036;2554;Legible;Vancouver;Canada;North America;23.0;2022-04-04;38.0;61.0;38.0;Media;Post-IPO;$3;2022;49.24966;-123.11934
1037;2557;Rasa;Berlin;Germany;Europe;59.0;2022-03-30;40.0;148.0;89.0;Data;Series B;$40;2022;52.52437;13.41053
1038;2558;Gopuff;Philadelphia;USA;North America;450.0;2022-03-29;3.0;15000.0;14550.0;Food;Series H;$3400;2022;39.95238;-75.16362
1039;2559;Thinkific;Vancouver;Canada;North America;100.0;2022-03-29;20.0;500.0;400.0;Education;Post-IPO;$22;2022;49.24966;-123.11934
1040;2562;Storytel;Stockholm;Sweden;Europe;100.0;2022-03-17;10.0;1000.0;900.0;Media;Post-IPO;$275;2022;59.32938;18.06871
1041;2564;Trell;Bengaluru;India;Asia;300.0;2022-03-15;50.0;600.0;300.0;Retail;Series B;$62;2022;12.97194;77.59369
1042;2565;Knock;New York City;USA;North America;115.0;2022-03-15;46.0;250.0;135.0;Real Estate;Unknown;$654;2022;40.71427;-74.00597
1043;2568;Better.com;New York City;USA;North America;3000.0;2022-03-08;33.0;9091.0;6091.0;Real Estate;Unknown;$905;2022;40.71427;-74.00597
1044;2569;Adaptive Biotechnology;Seattle;USA;North America;100.0;2022-03-08;12.0;833.0;733.0;Healthcare;Post-IPO;$406;2022;47.60621;-122.33207
1045;2570;Hyperscience;New York City;USA;North America;100.0;2022-03-03;25.0;400.0;300.0;Data;Series E;$289;2022;40.71427;-74.00597
1046;2572;Wish;San Francisco Bay Area;USA;North America;190.0;2022-03-01;15.0;1267.0;1077.0;Retail;Post-IPO;$1600;2022;37.77493;-122.41942
1047;2576;Virgin Hyperloop;Los Angeles;USA;North America;111.0;2022-02-21;50.0;222.0;111.0;Transportation;Unknown;$368;2022;34.05223;-118.24368
1048;2578;Liv Up;Sao Paulo;Brazil;South America;100.0;2022-02-16;15.0;667.0;567.0;Food;Series D;$118;2022;-23.5475;-46.63611
1049;2579;Homie;Salt Lake City;USA;North America;119.0;2022-02-14;29.0;410.0;291.0;Real Estate;Series B;$35;2022;40.76078;-111.89105
1050;2580;Hopin;London;United Kingdom;Europe;138.0;2022-02-10;12.0;1150.0;1012.0;Other;Series D;$1000;2022;51.50853;-0.12574
1051;2581;Daily Harvest;New York City;USA;North America;60.0;2022-02-10;20.0;300.0;240.0;Food;Series D;$120;2022;40.71427;-74.00597
1052;2582;Peloton;New York City;USA;North America;2800.0;2022-02-08;20.0;14000.0;11200.0;Fitness;Post-IPO;;2022;40.71427;-74.00597
1053;2584;Rhino;New York City;USA;North America;57.0;2022-02-03;20.0;285.0;228.0;Real Estate;Unknown;$133;2022;40.71427;-74.00597
1054;2585;Gopuff;Philadelphia;USA;North America;100.0;2022-01-26;0.6622516556291391;15100.0;15000.0;Food;Series H;$3400;2022;39.95238;-75.16362
1055;2586;Glossier;New York City;USA;North America;80.0;2022-01-26;33.0;242.0;162.0;Consumer;Series E;$266;2022;40.71427;-74.00597
1056;2590;Delivery Hero;Berlin;Germany;Europe;300.0;2021-12-22;6.976744186046512;4300.0;4000.0;Food;Post-IPO;;2021;52.52437;13.41053
1057;2592;Better.com;New York City;USA;North America;900.0;2021-12-01;9.0;10000.0;9100.0;Real Estate;Unknown;$905;2021;40.71427;-74.00597
1058;2593;BitTitan;Seattle;USA;North America;70.0;2021-11-18;27.0;259.0;189.0;Data;Acquired;$46;2021;47.60621;-122.33207
1059;2594;Zillow;Seattle;USA;North America;2000.0;2021-11-02;25.0;8000.0;6000.0;Real Estate;Post-IPO;$97;2021;47.60621;-122.33207
1060;2600;Treehouse;Portland;USA;North America;41.0;2021-09-14;90.0;46.0;5.0;Education;Series B;$12;2021;45.52345;-122.67621
1061;2603;Flockjay;San Francisco Bay Area;USA;North America;37.0;2021-08-24;50.0;74.0;37.0;Education;Series A;$14;2021;37.77493;-122.41942
1062;2606;Katerra;San Francisco Bay Area;USA;North America;2434.0;2021-06-01;100.0;2434.0;0.0;Construction;Unknown;$1600;2021;37.45383;-122.18219
1063;2611;New Relic;San Francisco Bay Area;USA;North America;160.0;2021-04-06;7.0;2286.0;2126.0;Infrastructure;Post-IPO;$215;2021;37.77493;-122.41942
1064;2618;Bounce;Bengaluru;India;Asia;200.0;2021-02-22;40.0;500.0;300.0;Transportation;Series D;$214;2021;12.97194;77.59369
1065;2622;Quandoo;Berlin;Germany;Europe;87.0;2021-02-03;20.0;435.0;348.0;Food;Acquired;$39;2021;52.52437;13.41053
1066;2623;Hubba;Toronto;Canada;North America;45.0;2021-02-01;100.0;45.0;0.0;Retail;Series B;$61;2021;43.70643;-79.39864
1067;2627;Postmates;San Francisco Bay Area;USA;North America;180.0;2021-01-23;15.0;1200.0;1020.0;Food;Acquired;$763;2021;37.77493;-122.41942
1068;2629;Pocketmath;Singapore;Singapore;Asia;21.0;2021-01-20;100.0;21.0;0.0;Marketing;Unknown;$20;2021;1.28967;103.85007
1069;2630;Dropbox;San Francisco Bay Area;USA;North America;315.0;2021-01-13;15.0;2100.0;1785.0;Other;Post-IPO;$1700;2021;37.77493;-122.41942
1070;2635;Breather;Montreal;Canada;North America;120.0;2020-12-16;80.0;150.0;30.0;Real Estate;Series D;$131;2020;45.50884;-73.58781
1071;2639;Aya;Toronto;Canada;North America;5.0;2020-11-19;25.0;20.0;15.0;Finance;Seed;$3;2020;43.70643;-79.39864
1072;2641;Bridge Connector;Nashville;USA;North America;154.0;2020-11-17;100.0;154.0;0.0;Healthcare;Series B;$45;2020;36.16589;-86.78444
1073;2645;Worksmith;Austin;USA;North America;30.0;2020-11-09;50.0;60.0;30.0;Retail;Unknown;$4;2020;30.26715;-97.74306
1074;2650;Knotel;New York City;USA;North America;20.0;2020-10-29;8.0;250.0;230.0;Real Estate;Series C;$560;2020;40.71427;-74.00597
1075;2655;GetYourGuide;Berlin;Germany;Europe;90.0;2020-10-14;17.0;529.0;439.0;Travel;Series E;$656;2020;52.52437;13.41053
1076;2658;Alto Pharmacy;San Francisco Bay Area;USA;North America;47.0;2020-09-29;6.0;783.0;736.0;Healthcare;Series D;$356;2020;37.77493;-122.41942
1077;2663;NS8;Las Vegas;USA;North America;240.0;2020-09-11;95.0;253.0;13.0;Data;Series A;$158;2020;36.17497;-115.13722
1078;2666;Waze;San Francisco Bay Area;USA;North America;30.0;2020-09-09;5.0;600.0;570.0;Transportation;Acquired;$67;2020;37.45383;-122.18219
1079;2672;GoBear;Singapore;Singapore;Asia;22.0;2020-09-01;11.0;200.0;178.0;Finance;Unknown;$97;2020;1.28967;103.85007
1080;2673;MakeMyTrip;New Delhi;India;Asia;350.0;2020-08-31;10.0;3500.0;3150.0;Travel;Post-IPO;$548;2020;28.65195;77.23149
1081;2674;SaleSan Franciscoorce;San Francisco Bay Area;USA;North America;1000.0;2020-08-26;2.0;50000.0;49000.0;Sales;Post-IPO;$65;2020;37.77493;-122.41942
1082;2679;Docly;London;United Kingdom;Europe;8.0;2020-08-19;80.0;10.0;2.0;Healthcare;Seed;$16;2020;51.50853;-0.12574
1083;2686;Mozilla;San Francisco Bay Area;USA;North America;250.0;2020-08-11;25.0;1000.0;750.0;Consumer;Unknown;$2;2020;37.77493;-122.41942
1084;2687;Eatsy;Singapore;Singapore;Asia;20.0;2020-08-08;100.0;20.0;0.0;Food;Seed;$1;2020;1.28967;103.85007
1085;2688;Glossier;New York City;USA;North America;150.0;2020-08-07;38.0;395.0;245.0;Retail;Series D;$186;2020;40.71427;-74.00597
1086;2690;Thriver;Toronto;Canada;North America;75.0;2020-08-06;50.0;150.0;75.0;Food;Series B;$53;2020;43.70643;-79.39864
1087;2693;Buy.com / Rakuten;San Francisco Bay Area;USA;North America;87.0;2020-07-30;100.0;87.0;0.0;Retail;Acquired;$42;2020;37.56299;-122.32553
1088;2696;Procore;Los Angeles;USA;North America;180.0;2020-07-28;9.0;2000.0;1820.0;Construction;Unknown;$649;2020;34.05223;-118.24368
1089;2697;Swiggy;Bengaluru;India;Asia;350.0;2020-07-27;5.0;7000.0;6650.0;Food;Series I;$1600;2020;12.97194;77.59369
1090;2698;Zeitgold;Berlin;Germany;Europe;75.0;2020-07-27;72.0;104.0;29.0;Finance;Series B;$60;2020;52.52437;13.41053
1091;2700;Checkr;San Francisco Bay Area;USA;North America;64.0;2020-07-23;12.0;533.0;469.0;HR;Series D;$309;2020;37.77493;-122.41942
1092;2702;LinkedIn;San Francisco Bay Area;USA;North America;960.0;2020-07-21;6.0;16000.0;15040.0;Recruiting;Acquired;$154;2020;37.36883;-122.03635
1093;2703;Lighter Capital;Seattle;USA;North America;22.0;2020-07-20;49.0;45.0;23.0;Finance;Series B;$15;2020;47.60621;-122.33207
1094;2706;Optimizely;San Francisco Bay Area;USA;North America;60.0;2020-07-15;15.0;400.0;340.0;Marketing;Series D;$251;2020;37.77493;-122.41942
1095;2707;Skyscanner;Edinburgh;United Kingdom;Europe;300.0;2020-07-14;20.0;1500.0;1200.0;Travel;Acquired;$197;2020;55.95206;-3.19648
1096;2711;Zilingo;Singapore;Singapore;Asia;100.0;2020-07-09;12.0;833.0;733.0;Retail;Series D;$307;2020;1.28967;103.85007
1097;2719;G2;Chicago;USA;North America;17.0;2020-06-30;5.0;340.0;323.0;Marketing;Series C;$101;2020;41.85003;-87.65005
1098;2721;Katerra;San Francisco Bay Area;USA;North America;400.0;2020-06-29;7.0;5714.0;5314.0;Construction;Series E;$1300;2020;37.45383;-122.18219
1099;2722;Bounce;Bengaluru;India;Asia;130.0;2020-06-29;22.0;591.0;461.0;Transportation;Series D;$214;2020;12.97194;77.59369
1100;2730;Sonos;New York City;USA;North America;174.0;2020-06-24;12.0;1450.0;1276.0;Consumer;Post-IPO;$455;2020;40.71427;-74.00597
1101;2732;Gojek;Jakarta;Indonesia;Asia;430.0;2020-06-23;9.0;4778.0;4348.0;Transportation;Series F;$4800;2020;-6.21462;106.84513
1102;2733;ScaleFactor;Austin;USA;North America;90.0;2020-06-23;90.0;100.0;10.0;Finance;Series C;$103;2020;30.26715;-97.74306
1103;2734;Dark;San Francisco Bay Area;USA;North America;6.0;2020-06-23;100.0;6.0;0.0;Product;Seed;$3;2020;37.77493;-122.41942
1104;2735;Intuit;San Francisco Bay Area;USA;North America;715.0;2020-06-22;7.0;10214.0;9499.0;Finance;Post-IPO;$18;2020;37.38605;-122.08385
1105;2738;Navi;Bengaluru;India;Asia;40.0;2020-06-17;25.0;160.0;120.0;Finance;Private Equity …;$582;2020;12.97194;77.59369
1106;2739;PaisaBazaar;Gurugram;India;Asia;1500.0;2020-06-16;50.0;3000.0;1500.0;Finance;Series G;$496;2020;28.4601;77.02635
1107;2740;Grab;Singapore;Singapore;Asia;360.0;2020-06-16;5.0;7200.0;6840.0;Transportation;Series I;;2020;1.28967;103.85007
1108;2741;Splunk;San Francisco Bay Area;USA;North America;70.0;2020-06-16;1.0;7000.0;6930.0;Data;Post-IPO;$40;2020;37.77493;-122.41942
1109;2742;Redox;Madison;USA;North America;44.0;2020-06-16;25.0;176.0;132.0;Healthcare;Series C;$50;2020;43.07305;-89.40123
1110;2745;Uber;Amsterdam;Netherlands;Europe;225.0;2020-06-12;25.0;900.0;675.0;Transportation;Post-IPO;;2020;52.37403;4.88969
1111;2746;SynapseFI;San Francisco Bay Area;USA;North America;63.0;2020-06-12;48.0;131.0;68.0;Finance;Series B;$50;2020;37.77493;-122.41942
1112;2748;Branch;New York City;USA;North America;3.0;2020-06-11;27.0;11.0;8.0;Retail;Seed;$2;2020;40.71427;-74.00597
1113;2751;The Athletic;San Francisco Bay Area;USA;North America;46.0;2020-06-05;8.0;575.0;529.0;Media;Series D;$139;2020;37.77493;-122.41942
1114;2752;Ethos Life;San Francisco Bay Area;USA;North America;18.0;2020-06-05;14.0;129.0;111.0;Finance;Series C;$106;2020;37.77493;-122.41942
1115;2753;Lastline;San Francisco Bay Area;USA;North America;50.0;2020-06-04;40.0;125.0;75.0;Security;Series C;$52;2020;37.77493;-122.41942
1116;2754;Builder;Los Angeles;USA;North America;39.0;2020-06-04;14.0;279.0;240.0;Product;Series A;$29;2020;34.05223;-118.24368
1117;2756;Monzo;London;United Kingdom;Europe;120.0;2020-06-03;8.0;1500.0;1380.0;Finance;Series F;$324;2020;51.50853;-0.12574
1118;2758;SpotHero;Chicago;USA;North America;40.0;2020-06-03;21.0;190.0;150.0;Transportation;Series D;$117;2020;41.85003;-87.65005
1119;2759;Credit Sesame;San Francisco Bay Area;USA;North America;22.0;2020-06-03;14.0;157.0;135.0;Finance;Series F;$120;2020;37.38605;-122.08385
1120;2761;Rivian;Detroit;USA;North America;40.0;2020-06-02;2.0;2000.0;1960.0;Transportation;Private Equity …;$3100;2020;42.33143;-83.04575
1121;2762;Fundbox;San Francisco Bay Area;USA;North America;14.0;2020-06-02;15.0;93.0;79.0;Finance;Series C;$453;2020;37.77493;-122.41942
1122;2763;Descartes Labs;Santa Fe;USA;North America;12.0;2020-06-02;16.0;75.0;63.0;Data;Series B;$58;2020;33.94724;-118.08535
1123;2765;Stitch Fix;San Francisco Bay Area;USA;North America;1400.0;2020-06-01;18.0;7778.0;6378.0;Retail;Post-IPO;$79;2020;37.77493;-122.41942
1124;2766;MakeMyTrip;Gurugram;India;Asia;350.0;2020-06-01;10.0;3500.0;3150.0;Travel;Post-IPO;$548;2020;28.4601;77.02635
1125;2767;CrowdStreet;Portland;USA;North America;24.0;2020-06-01;22.0;109.0;85.0;Real Estate;Series C;$24;2020;45.52345;-122.67621
1126;2768;Brex;San Francisco Bay Area;USA;North America;62.0;2020-05-29;15.0;413.0;351.0;Finance;Series C;$732;2020;37.77493;-122.41942
1127;2769;Loftium;Seattle;USA;North America;32.0;2020-05-29;60.0;53.0;21.0;Real Estate;Series A;$17;2020;47.60621;-122.33207
1128;2770;BookMyShow;Mumbai;India;Asia;270.0;2020-05-28;18.0;1500.0;1230.0;Consumer;Unknown;$224;2020;19.07283;72.88261
1129;2771;TrueCar;Los Angeles;USA;North America;219.0;2020-05-28;30.0;730.0;511.0;Transportation;Post-IPO;$340;2020;34.05223;-118.24368
1130;2773;Culture Amp;Melbourne;Australia;Australia;36.0;2020-05-28;8.0;450.0;414.0;HR;Series E;$157;2020;-37.814;144.96332
1131;2774;The Sill;New York City;USA;North America;20.0;2020-05-28;25.0;80.0;60.0;Retail;Series A;$7;2020;40.71427;-74.00597
1132;2775;Instructure;Salt Lake City;USA;North America;150.0;2020-05-27;12.0;1250.0;1100.0;Education;Acquired;$89;2020;40.76078;-111.89105
1133;2776;Ebanx;Curitiba;Brazil;South America;62.0;2020-05-27;8.0;775.0;713.0;Finance;Unknown;$30;2020;-25.42778;-49.27306
1134;2777;Uber;Bengaluru;India;Asia;600.0;2020-05-26;23.0;2609.0;2009.0;Transportation;Post-IPO;$24700;2020;12.97194;77.59369
1135;2778;Bluprint;Denver;USA;North America;137.0;2020-05-26;100.0;137.0;0.0;Education;Acquired;$108;2020;39.73915;-104.9847
1136;2782;Cvent;Washington DC;USA;North America;400.0;2020-05-21;10.0;4000.0;3600.0;Marketing;Acquired;$146;2020;38.89511;-77.03637
1137;2783;PickYourTrail;Chennai;India;Asia;70.0;2020-05-21;35.0;200.0;130.0;Travel;Series A;$3;2020;13.08784;80.27847
1138;2784;Glitch;New York City;USA;North America;18.0;2020-05-21;36.0;50.0;32.0;Product;Series A;$30;2020;40.71427;-74.00597
1139;2786;Ola;Bengaluru;India;Asia;1400.0;2020-05-20;35.0;4000.0;2600.0;Transportation;Series J;$3800;2020;12.97194;77.59369
1140;2787;Samsara;San Francisco Bay Area;USA;North America;300.0;2020-05-20;18.0;1667.0;1367.0;Logistics;Series F;$530;2020;37.77493;-122.41942
1141;2788;Stay Alfred;Spokane;USA;North America;221.0;2020-05-20;100.0;221.0;0.0;Travel;Series B;$62;2020;47.65966;-117.42908
1142;2789;SoFi;San Francisco Bay Area;USA;North America;112.0;2020-05-20;7.0;1600.0;1488.0;Finance;Private Equity …;$2.500;2020;37.77493;-122.41942
1143;2790;ShareChat;Bengaluru;India;Asia;101.0;2020-05-20;25.0;404.0;303.0;Marketing;Series D;$222;2020;12.97194;77.59369
1144;2791;Intercom;San Francisco Bay Area;USA;North America;39.0;2020-05-20;6.0;650.0;611.0;Support;Series D;$240;2020;37.77493;-122.41942
1145;2792;Livspace;Bengaluru;India;Asia;450.0;2020-05-19;15.0;3000.0;2550.0;Retail;Series D;$157;2020;12.97194;77.59369
1146;2793;Pollen;London;United Kingdom;Europe;69.0;2020-05-19;31.0;223.0;154.0;Travel;Series B;$88;2020;51.50853;-0.12574
1147;2796;Uber;San Francisco Bay Area;USA;North America;3000.0;2020-05-18;13.0;23077.0;20077.0;Transportation;Post-IPO;$24700;2020;37.77493;-122.41942
1148;2798;Swiggy;Bengaluru;India;Asia;1100.0;2020-05-18;14.0;7857.0;6757.0;Food;Series I;$1600;2020;12.97194;77.59369
1149;2799;WeWork;New Delhi;India;Asia;100.0;2020-05-18;20.0;500.0;400.0;Real Estate;Series H;$19500;2020;28.65195;77.23149
1150;2805;Zomato;Gurugram;India;Asia;520.0;2020-05-15;13.0;4000.0;3480.0;Food;Series J;$914;2020;28.4601;77.02635
1151;2806;Lendingkart;Ahmedabad;India;Asia;500.0;2020-05-15;50.0;1000.0;500.0;Finance;Unknown;$200;2020;23.02579;72.58727
1152;2807;Lattice;San Francisco Bay Area;USA;North America;16.0;2020-05-15;10.0;160.0;144.0;HR;Series C;$49;2020;37.77493;-122.41942
1153;2809;Cruise;San Francisco Bay Area;USA;North America;150.0;2020-05-14;8.0;1875.0;1725.0;Transportation;Acquired;$5300;2020;37.77493;-122.41942
1154;2811;Integral Ad Scien…;New York City;USA;North America;70.0;2020-05-14;10.0;700.0;630.0;Marketing;Acquired;$116;2020;40.71427;-74.00597
1155;2812;Ridecell;San Francisco Bay Area;USA;North America;35.0;2020-05-14;15.0;233.0;198.0;Transportation;Series B;$73;2020;37.77493;-122.41942
1156;2817;Deliv;San Francisco Bay Area;USA;North America;669.0;2020-05-13;100.0;669.0;0.0;Retail;Series C;$80;2020;37.45383;-122.18219
1157;2818;Mercos;Joinville;Brazil;South America;51.0;2020-05-13;40.0;128.0;77.0;Sales;Unknown;$2;2020;-26.30444;-48.84556
1158;2819;Kickstarter;New York City;USA;North America;25.0;2020-05-13;18.0;139.0;114.0;Finance;Unknown;$10;2020;40.71427;-74.00597
1159;2826;Zeus Living;San Francisco Bay Area;USA;North America;73.0;2020-05-12;50.0;146.0;73.0;Real Estate;Series B;$79;2020;37.77493;-122.41942
1160;2827;Mixpanel;San Francisco Bay Area;USA;North America;65.0;2020-05-12;19.0;342.0;277.0;Data;Series B;$77;2020;37.77493;-122.41942
1161;2828;Hireology;Chicago;USA;North America;36.0;2020-05-12;17.0;212.0;176.0;Recruiting;Series D;$52;2020;41.85003;-87.65005
1162;2829;Top Hat;Toronto;Canada;North America;16.0;2020-05-12;3.0;533.0;517.0;Education;Series D;$104;2020;43.70643;-79.39864
1163;2832;Revolut;London;United Kingdom;Europe;60.0;2020-05-11;3.0;2000.0;1940.0;Finance;Series D;$837;2020;51.50853;-0.12574
1164;2833;Cadre;New York City;USA;North America;28.0;2020-05-11;25.0;112.0;84.0;Real Estate;Series C;$133;2020;40.71427;-74.00597
1165;2834;N26;New York City;USA;North America;9.0;2020-05-08;1.0;900.0;891.0;Finance;Series D;$782;2020;40.71427;-74.00597
1166;2835;Jump;New York City;USA;North America;500.0;2020-05-07;100.0;500.0;0.0;Transportation;Acquired;$11;2020;40.71427;-74.00597
1167;2836;Glassdoor;San Francisco Bay Area;USA;North America;300.0;2020-05-07;30.0;1000.0;700.0;Recruiting;Acquired;$204;2020;37.77493;-122.41942
1168;2837;Numbrs;Zurich;Switzerland;Europe;62.0;2020-05-07;50.0;124.0;62.0;Finance;Series B;$78;2020;47.36667;8.55
1169;2838;Flywire;Boston;USA;North America;60.0;2020-05-07;12.0;500.0;440.0;Finance;Series E;$263;2020;42.35843;-71.05977
1170;2840;Tally;San Francisco Bay Area;USA;North America;28.0;2020-05-07;23.0;122.0;94.0;Finance;Series C;$92;2020;37.77493;-122.41942
1171;2842;Uber;San Francisco Bay Area;USA;North America;3700.0;2020-05-06;14.0;26429.0;22729.0;Transportation;Post-IPO;$24700;2020;37.77493;-122.41942
1172;2845;Rubicon Project;Los Angeles;USA;North America;50.0;2020-05-06;8.0;625.0;575.0;Marketing;Post-IPO;$60;2020;34.05223;-118.24368
1173;2846;Segment;San Francisco Bay Area;USA;North America;50.0;2020-05-06;10.0;500.0;450.0;Data;Series D;$283;2020;37.77493;-122.41942
1174;2849;Airbnb;San Francisco Bay Area;USA;North America;1900.0;2020-05-05;25.0;7600.0;5700.0;Travel;Private Equity …;$5400;2020;37.77493;-122.41942
1175;2850;Juul;San Francisco Bay Area;USA;North America;900.0;2020-05-05;30.0;3000.0;2100.0;Consumer;Unknown;$1500;2020;37.77493;-122.41942
1176;2851;Andela;New York City;USA;North America;135.0;2020-05-05;10.0;1350.0;1215.0;Recruiting;Series D;$181;2020;40.71427;-74.00597
1177;2852;Stack Overflow;New York City;USA;North America;40.0;2020-05-05;15.0;267.0;227.0;Recruiting;Series D;$68;2020;40.71427;-74.00597
1178;2854;Workable;Boston;USA;North America;25.0;2020-05-05;10.0;250.0;225.0;Recruiting;Series C;$84;2020;42.35843;-71.05977
1179;2858;CureFit;Bengaluru;India;Asia;800.0;2020-05-04;16.0;5000.0;4200.0;Fitness;Series D;$404;2020;12.97194;77.59369
1180;2859;Careem;Dubai;United Arabian Emirates;Asia;536.0;2020-05-04;31.0;1729.0;1193.0;Transportation;Acquired;$771;2020;25.07725;55.30927
1181;2860;Oriente;Hong Kong;Hong Kong;Asia;400.0;2020-05-04;20.0;2000.0;1600.0;Finance;Series B;$175;2020;22.27832;114.17469
1182;2861;Veriff;Tallinn;Estonia;Europe;63.0;2020-05-04;21.0;300.0;237.0;Security;Series A;$7;2020;59.43696;24.75353
1183;2862;Element AI;Montreal;Canada;North America;62.0;2020-05-04;15.0;413.0;351.0;Other;Series B;$257;2020;45.50884;-73.58781
1184;2863;Deputy;Sydney;Australia;Australia;60.0;2020-05-04;30.0;200.0;140.0;HR;Series B;$106;2020;-33.86785;151.20732
1185;2864;Loopio;Toronto;Canada;North America;11.0;2020-05-04;8.0;138.0;127.0;Sales;Series A;$11;2020;43.70643;-79.39864
1186;2867;Trax;Tel Aviv;Israel;Asia;120.0;2020-05-03;10.0;1200.0;1080.0;Retail;Series D;$386;2020;32.08088;34.78057
1187;2870;Namely;New York City;USA;North America;110.0;2020-05-01;40.0;275.0;165.0;HR;Series E;$217;2020;40.71427;-74.00597
1188;2871;Culture Trip;London;United Kingdom;Europe;95.0;2020-05-01;32.0;297.0;202.0;Media;Series B;$102;2020;51.50853;-0.12574
1189;2872;Sandbox VR;San Francisco Bay Area;USA;North America;80.0;2020-05-01;80.0;100.0;20.0;Consumer;Series A;$82;2020;37.77493;-122.41942
